date,price,index
2022-12-06,3549,233
2022-12-07,3527,234
2022-12-08,3538,235
2022-12-09,3538,236
2022-12-12,3527,237
2022-12-13,3503,238
2022-12-14,3443,239
2022-12-15,3428,240
2022-12-16,3428,241
2022-12-19,3428,242
2022-12-20,3492,243
2022-12-21,3518,244
2022-12-22,3440,245
2022-12-23,3509,246
