date,price,index
2022-12-06,9329,233
2022-12-07,9329,234
2022-12-08,9329,235
2022-12-09,9329,236
2022-12-12,9329,237
2022-12-13,9329,238
2022-12-14,9329,239
2022-12-15,9409,240
2022-12-16,9409,241
2022-12-19,9409,242
2022-12-20,9389,243
2022-12-21,9389,244
2022-12-22,9451,245
2022-12-23,9425,246
